product_name,price,source,product_url,image_url
Apple iPhone X 64GB good condition bill box full,Rs. 44000,olx.in,https://www.olx.in/item/apple-iphone-x-64gb-good-condition-bill-box-full-ID1miLjd.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/k079jysoc0wa3-IN/image;s=144x108;in_;slot=1;filename=k079jysoc0wa3-IN_.jpg
Apple IPhone SE 32GB Silver Replaced from service,Rs. 14000,olx.in,https://www.olx.in/item/apple-iphone-se-32gb-silver-replaced-from-service-ID1miKNw.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/k16vhkg7058p2-IN/image;s=144x108;in_;slot=1;filename=k16vhkg7058p2-IN_.jpg
apple iphone 6,Rs. 9500,olx.in,https://www.olx.in/item/apple-iphone-6-ID1miyMp.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/kxuxvuumhttn1-IN/image;s=144x108;in_;slot=1;filename=kxuxvuumhttn1-IN_.jpg
Apple Iphone X 64Gb Space Grey 5 days Piece with,Rs. 72000,olx.in,https://www.olx.in/item/apple-iphone-x-64gb-space-grey-5-days-piece-with-ID1miKmp.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/4cd5yepnwoo82-IN/image;s=144x108;in_;slot=1;filename=4cd5yepnwoo82-IN_.jpg
Original Apple iPhone X 64gb with all accessories,Rs. 65500,olx.in,https://www.olx.in/item/original-apple-iphone-x-64gb-with-all-accessories-ID1miKjW.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/9pvlum8i6cw21-IN/image;s=144x108;in_;slot=1;filename=9pvlum8i6cw21-IN_.jpg
Apple iphone 8 64gb black colour in warranty bill,Rs. 45000,olx.in,https://www.olx.in/item/apple-iphone-8-64gb-black-colour-in-warranty-bill-ID1miKin.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/m54qnofa02jq1-IN/image;s=144x108;in_;slot=1;filename=m54qnofa02jq1-IN_.jpg
Apple IPhone SE 32GB Space grey Mint condition 8,Rs. 14000,olx.in,https://www.olx.in/item/apple-iphone-se-32gb-space-grey-mint-condition-8-ID1miIgh.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/thhkrgfusozq1-IN/image;s=144x108;in_;slot=1;filename=thhkrgfusozq1-IN_.jpg
"Apple I pad With charger and cable. Box, Bill available.",Rs. 9000,olx.in,https://www.olx.in/item/apple-i-pad-with-charger-and-cable-box-bill-available-ID1miJXx.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/fx311n4l34jq2-IN/image;s=144x108;in_;slot=1;filename=fx311n4l34jq2-IN_.jpg
Original Apple X 64 GB 2 month old with all,Rs. 62000,olx.in,https://www.olx.in/item/original-apple-x-64-gb-2-month-old-with-all-ID1miJUZ.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/t6bm3hhset1z-IN/image;s=144x108;in_;slot=1;filename=t6bm3hhset1z-IN_.jpg
Apple watch series 3 42mm space Gray aluminium,Rs. 34000,olx.in,https://www.olx.in/item/apple-watch-series-3-42mm-space-gray-aluminium-ID1ltR7N.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/mt6ts42clnj83-IN/image;s=144x108;in_;slot=1;filename=mt6ts42clnj83-IN_.jpg
Apple 3 in 1 Docking Charger For iPhone/I pad /,Rs. 9999,olx.in,https://www.olx.in/item/apple-3-in-1-docking-charger-for-iphone-i-pad-ID1ixNpF.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/80aquikq6xhe1-IN/image;s=144x108;in_;slot=1;filename=80aquikq6xhe1-IN_.jpg
Apple iPhone 6 s 32GB 8 month old 4 month,Rs. 15000,olx.in,https://www.olx.in/item/apple-iphone-6-s-32gb-8-month-old-4-month-ID1miJKP.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/p20h1sna73252-IN/image;s=144x108;in_;slot=1;filename=p20h1sna73252-IN_.jpg
I phone 6s (32)gb. INDIAN. Purchased from Apple,Rs. 30000,olx.in,https://www.olx.in/item/i-phone-6s-32gb-indian-purchased-from-apple-ID1miJFb.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/z391ekayxj3o1-IN/image;s=144x108;in_;slot=1;filename=z391ekayxj3o1-IN_.jpg
apple watch series 2 42 mm case space gray,Rs. 22000,olx.in,https://www.olx.in/item/apple-watch-series-2-42-mm-case-space-gray-ID1miJwh.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/c30dr9azguv32-IN/image;s=144x108;in_;slot=1;filename=c30dr9azguv32-IN_.jpg
Original Apple iPhone X 64gb with all accessories,Rs. 65500,olx.in,https://www.olx.in/item/original-apple-iphone-x-64gb-with-all-accessories-ID1miJgl.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/0fv45q38ojog-IN/image;s=144x108;in_;slot=1;filename=0fv45q38ojog-IN_.jpg
"Apple IPhone 8 Red , 64 Gb , brand new, no",Rs. 58000,olx.in,https://www.olx.in/item/apple-iphone-8-red-64-gb-brand-new-no-ID1miJgz.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/n4etkrq8zofh3-IN/image;s=144x108;in_;slot=1;filename=n4etkrq8zofh3-IN_.jpg
Apple 8 plus 64 GB 6 month old 6 month warranty,Rs. 45500,olx.in,https://www.olx.in/item/apple-8-plus-64-gb-6-month-old-6-month-warranty-ID1miJ6W.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/oxv1cvz1h5ip2-IN/image;s=144x108;in_;slot=1;filename=oxv1cvz1h5ip2-IN_.jpg
Apple iPhone 5s 32gb bill box full accessories he,Rs. 7199,olx.in,https://www.olx.in/item/apple-iphone-5s-32gb-bill-box-full-accessories-he-ID1miJ1j.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/j16e8jfw5uju-IN/image;s=144x108;in_;slot=1;filename=j16e8jfw5uju-IN_.jpg
Original Apple iPhone X 64gb with all accessories,Rs. 65500,olx.in,https://www.olx.in/item/original-apple-iphone-x-64gb-with-all-accessories-ID1miIY7.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/hihreqcrpht11-IN/image;s=144x108;in_;slot=1;filename=hihreqcrpht11-IN_.jpg
"Apple Watch series 1 , scratches in the back with",Rs. 15000,olx.in,https://www.olx.in/item/apple-watch-series-1-scratches-in-the-back-with-ID1miIW9.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/mo76tsfbp8bu1-IN/image;s=144x108;in_;slot=1;filename=mo76tsfbp8bu1-IN_.jpg
Apple iPhone x 64 GB 1 month old bill box,Rs. 75000,olx.in,https://www.olx.in/item/apple-iphone-x-64-gb-1-month-old-bill-box-ID1miIpx.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/e7hkzztbw5wq2-IN/image;s=144x108;in_;slot=1;filename=e7hkzztbw5wq2-IN_.jpg
"Apple Racing hybrid Skates with Head gear, ankle & knee pad & gloves.",Rs. 2500,olx.in,https://www.olx.in/item/apple-racing-hybrid-skates-with-head-gear-ankle-knee-pad-gloves-ID1miIKl.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/qur4mzaq90mh2-IN/image;s=144x108;in_;slot=1;filename=qur4mzaq90mh2-IN_.jpg
"Apple iphone 6s plus 128gb In good condition , no",Rs. 25000,olx.in,https://www.olx.in/item/apple-iphone-6s-plus-128gb-in-good-condition-no-ID1miILP.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/d6esgkvffewk1-IN/image;s=144x108;in_;slot=1;filename=d6esgkvffewk1-IN_.jpg
Apple iphone 7 jet black 32GB(used for 7 months),Rs. 37000,olx.in,https://www.olx.in/item/apple-iphone-7-jet-black-32gbused-for-7-months-ID1miIFX.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/87wvr7m0vnz1-IN/image;s=144x108;in_;slot=1;filename=87wvr7m0vnz1-IN_.jpg
Apple IPhone 7 plus Silver Colour USA piece All,Rs. 48000,olx.in,https://www.olx.in/item/apple-iphone-7-plus-silver-colour-usa-piece-all-ID1miIBW.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/at5r14lhqvsz1-IN/image;s=144x108;in_;slot=1;filename=at5r14lhqvsz1-IN_.jpg
Apple iPhone 6s 64GB 3 month old 9 month warranty,Rs. 17000,olx.in,https://www.olx.in/item/apple-iphone-6s-64gb-3-month-old-9-month-warranty-ID1miIBh.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/z7hts8x48l5m3-IN/image;s=144x108;in_;slot=1;filename=z7hts8x48l5m3-IN_.jpg
Apple 8 plus 64 GB 6 month old 6 month warranty,Rs. 45500,olx.in,https://www.olx.in/item/apple-8-plus-64-gb-6-month-old-6-month-warranty-ID1miIyz.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/0kfpylsngnha1-IN/image;s=144x108;in_;slot=1;filename=0kfpylsngnha1-IN_.jpg
apple i phone 128gb internal white colour avialable with cod yes,Rs. 16000,olx.in,https://www.olx.in/item/apple-i-phone-128gb-internal-white-colour-avialable-with-cod-yes-ID1miSep.html#f8771232c4,https://apollo-singapore.akamaized.net/v1/files/psqfaixumeej1-IN/image;s=144x108;in_;slot=1;filename=psqfaixumeej1-IN_.jpg
Apple Iphone 7 plus Red,Rs. 15000,olx.in,https://www.olx.in/item/apple-iphone-7-plus-red-ID1miIhw.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/6db5vj0xs7xq-IN/image;s=144x108;in_;slot=1;filename=6db5vj0xs7xq-IN_.jpg
Apple iPod Classic 4th Generation 20GB MP102 HP,Rs. 1000,olx.in,https://www.olx.in/item/apple-ipod-classic-4th-generation-20gb-mp102-hp-ID1miIez.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/vkuwzkbjafcn-IN/image;s=144x108;in_;slot=1;filename=vkuwzkbjafcn-IN_.jpg
Apple iPod Classic 80GB,Rs. 3500,olx.in,https://www.olx.in/item/apple-ipod-classic-80gb-ID1miIdW.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/oq8mmny0lh8f1-IN/image;s=144x108;in_;slot=1;filename=oq8mmny0lh8f1-IN_.jpg
original Apple 7 plus 32 GB 3 month old very good,Rs. 34500,olx.in,https://www.olx.in/item/original-apple-7-plus-32-gb-3-month-old-very-good-ID1miI5J.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/lrf1xu7k22kt2-IN/image;s=144x108;in_;slot=1;filename=lrf1xu7k22kt2-IN_.jpg
Apple iPhone 6S 16GB Gold at Lowest Price Ever,Rs. 15900,olx.in,https://www.olx.in/item/apple-iphone-6s-16gb-gold-at-lowest-price-ever-ID1lu6zD.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/b2em9pgsb1i4-IN/image;s=144x108;in_;slot=1;filename=b2em9pgsb1i4-IN_.jpg
I want to sale my apple 7 plus 128gb jet black,Rs. 39500,olx.in,https://www.olx.in/item/i-want-to-sale-my-apple-7-plus-128gb-jet-black-ID1miI4l.html#bfa8b9c7d1,https://apollo-singapore.akamaized.net/v1/files/z2tb1puxeka23-IN/image;s=144x108;in_;slot=1;filename=z2tb1puxeka23-IN_.jpg
